Zeit [h],Temperatur [°C],Globalstrahlung [kWh/m²],Heizwärmebedarf [kWh]
4411,22.65,0.15,0.00
4412,20.05,0.10,0.00
4413,17.68,0.05,0.00
4414,16.38,0.02,0.00
4415,15.80,0.00,0.00
4416,16.80,0.00,0.00
4417,16.08,0.00,0.00
4418,15.22,0.00,0.00
4419,14.13,0.00,0.00
4420,13.63,0.00,0.00
4421,14.00,0.00,0.00
4422,14.88,0.00,0.00
4423,16.55,0.01,0.00
4424,18.45,0.03,0.00
4425,20.10,0.05,0.00
4426,21.60,0.05,0.00
4427,22.90,0.07,0.00
4428,24.27,0.09,0.00
4429,25.17,0.08,0.00
4430,25.80,0.07,0.00
4431,26.33,0.09,0.00
4432,26.75,0.09,0.00
4433,26.80,0.10,0.00
4434,26.18,0.09,0.00
4435,24.17,0.04,0.00
4436,19.80,0.04,0.00
4437,17.83,0.01,0.00
4438,16.93,0.00,0.00
4439,15.87,0.00,0.00
4440,14.90,0.00,0.00
4441,14.02,0.00,0.00
4442,13.65,0.00,0.00
4443,13.08,0.00,0.00
4444,12.63,0.00,0.00
4445,13.53,0.00,0.00
4446,16.38,0.00,0.00
4447,18.55,0.04,0.00
4448,21.13,0.09,0.00
4449,24.00,0.19,0.00
4450,25.97,0.18,0.00
4451,27.10,0.29,0.00
4452,28.07,0.28,0.00
4453,28.85,0.30,0.00
4454,29.38,0.29,0.00
4455,30.00,0.27,0.00
4456,30.37,0.27,0.00
4457,30.33,0.31,0.00
4458,29.63,0.17,0.00
4459,26.27,0.19,0.00
4460,22.92,0.09,0.00
4461,21.02,0.05,0.00
4462,19.62,0.02,0.00
4463,18.70,0.00,0.00
4464,18.27,0.00,0.00
4465,17.22,0.00,0.00
4466,16.45,0.00,0.00
4467,15.55,0.00,0.00
4468,14.98,0.00,0.00
4469,16.48,0.00,0.00
4470,18.55,0.00,0.00
4471,20.95,0.03,0.00
4472,23.25,0.01,0.00
4473,26.00,0.00,0.00
4474,28.48,0.07,0.00
4475,30.23,0.10,0.00
4476,31.52,0.22,0.00
4477,31.93,0.36,0.00
4478,31.78,0.35,0.00
4479,31.67,0.25,0.00
4480,32.40,0.17,0.00
4481,32.47,0.11,0.00
4482,30.03,0.10,0.00
4483,26.15,0.09,0.00
4484,24.18,0.04,0.00
4485,22.72,0.03,0.00
4486,21.38,0.00,0.00
4487,19.83,0.00,0.00
4488,18.62,0.00,0.00
4489,17.72,0.00,0.00
4490,17.98,0.00,0.00
4491,18.08,0.00,0.00
4492,17.75,0.00,0.00
4493,18.00,0.00,0.00
4494,19.08,0.00,0.00
4495,20.77,0.04,0.00
4496,22.37,0.10,0.00
4497,24.38,0.17,0.00
4498,26.43,0.19,0.00
4499,28.40,0.32,0.00
4500,30.05,0.35,0.00
4501,31.13,0.41,0.00
4502,31.57,0.41,0.00
4503,31.53,0.41,0.00
4504,31.28,0.38,0.00
4505,30.73,0.33,0.00
4506,29.93,0.27,0.00
4507,28.47,0.20,0.00
4508,25.95,0.07,0.00
4509,22.35,0.05,0.00
4510,21.00,0.01,0.00
4511,19.20,0.00,0.00
4512,18.70,0.00,0.00
4513,19.02,0.00,0.00
4514,18.12,0.00,0.00
4515,17.53,0.00,0.00
4516,16.78,0.00,0.00
4517,17.37,0.00,0.00
4518,18.23,0.00,0.00
4519,20.47,0.04,0.00
4520,23.45,0.09,0.00
4521,25.57,0.18,0.00
4522,27.77,0.17,0.00
4523,29.65,0.30,0.00
4524,30.35,0.36,0.00
4525,30.98,0.40,0.00
4526,30.78,0.42,0.00
4527,30.98,0.41,0.00
4528,30.87,0.39,0.00
4529,30.57,0.35,0.00
4530,29.48,0.27,0.00
4531,27.62,0.20,0.00
4532,25.22,0.11,0.00
4533,23.83,0.03,0.00
4534,22.20,0.01,0.00
4535,20.45,0.00,0.00
4536,19.57,0.00,0.00
4537,18.00,0.00,0.00
4538,17.72,0.00,0.00
4539,17.78,0.00,0.00
4540,18.08,0.00,0.00
4541,18.35,0.00,0.00
4542,19.33,0.00,0.00
4543,20.72,0.04,0.00
4544,22.38,0.07,0.00
4545,24.50,0.20,0.00
4546,26.43,0.26,0.00
4547,28.60,0.15,0.00
4548,29.00,0.20,0.00
4549,29.42,0.36,0.00
4550,29.22,0.27,0.00
4551,29.27,0.40,0.00
4552,28.88,0.36,0.00
4553,26.58,0.34,0.00
4554,25.60,0.25,0.00
4555,24.82,0.20,0.00
4556,24.33,0.10,0.00
4557,24.12,0.06,0.00
4558,23.37,0.01,0.00
4559,20.10,0.00,0.00
4560,19.08,0.00,0.00
4561,19.38,0.00,0.00
4562,18.90,0.00,0.00
4563,18.93,0.00,0.00
4564,18.70,0.00,0.00
4565,18.93,0.00,0.00
4566,19.27,0.00,0.00
4567,19.57,0.04,0.00
4568,20.37,0.09,0.00
4569,18.73,0.12,0.00
4570,20.18,0.09,0.00
4571,22.82,0.09,0.00
4572,24.35,0.11,0.00
4573,23.70,0.13,0.00
4574,22.90,0.14,0.00
4575,22.67,0.13,0.00
4576,22.73,0.13,0.00
4577,22.68,0.10,0.00
4578,22.52,0.08,0.00
4579,22.25,0.08,0.00
4580,21.48,0.10,0.00
4581,20.65,0.05,0.00
4582,20.10,0.00,0.00
4583,19.75,0.00,0.00
4584,19.20,0.00,0.00
4585,18.97,0.00,0.00
4586,18.23,0.00,0.00
4587,17.13,0.00,0.00
4588,16.67,0.00,0.00
4589,16.75,0.00,0.00
4590,17.52,0.00,0.00
4591,18.42,0.00,0.00
4592,19.08,0.07,0.00
4593,20.87,0.17,0.00
4594,21.77,0.26,0.00
4595,22.50,0.32,0.00
4596,21.68,0.35,0.00
4597,21.18,0.39,0.00
4598,20.47,0.42,0.00
4599,19.17,0.35,0.00
4600,18.88,0.32,0.00
4601,18.95,0.34,0.00
4602,18.53,0.27,0.00
4603,18.83,0.15,0.00
4604,17.95,0.11,0.00
4605,16.80,0.02,0.00
4606,17.43,0.00,0.00
4607,17.58,0.00,0.00
4608,17.60,0.00,0.00
4609,17.68,0.00,0.00
4610,17.88,0.00,0.00
4611,17.87,0.00,0.00
4612,17.95,0.00,0.00
4613,17.62,0.00,0.00
4614,16.42,0.00,0.00
4615,16.00,0.03,0.00
4616,15.75,0.04,0.00
4617,16.22,0.07,0.00
4618,16.88,0.25,0.00
4619,17.80,0.27,0.00
4620,18.40,0.34,0.00
4621,18.97,0.30,0.00
4622,20.00,0.43,0.00
4623,21.47,0.33,0.00
4624,21.33,0.30,0.00
4625,20.27,0.34,0.00
4626,19.20,0.28,0.00
4627,18.40,0.18,0.00
4628,17.52,0.10,0.00
4629,15.83,0.05,0.00
4630,14.32,0.00,0.00
4631,12.88,0.00,0.00
4632,12.12,0.00,0.00
4633,11.30,0.00,0.00
4634,10.73,0.00,0.00
4635,9.53,0.00,0.00
4636,9.20,0.00,0.00
4637,9.98,0.00,0.00
4638,12.07,0.00,0.00
4639,13.77,0.02,0.00
4640,15.55,0.09,0.00
4641,16.98,0.14,0.00
4642,18.10,0.17,0.00
4643,19.05,0.23,0.00
4644,20.33,0.32,0.00
4645,21.20,0.34,0.00
4646,22.03,0.42,0.00
4647,22.85,0.41,0.00
4648,23.28,0.37,0.00
4649,23.28,0.33,0.00
4650,22.57,0.26,0.00
4651,19.95,0.21,0.00
4652,17.47,0.12,0.00
4653,15.85,0.05,0.00
4654,15.52,0.00,0.00
4655,13.77,0.00,0.00
4656,12.33,0.00,0.00
4657,12.82,0.00,0.00
4658,12.90,0.00,0.00
4659,13.13,0.00,0.00
4660,12.73,0.00,0.00
4661,12.07,0.00,0.00
4662,13.37,0.00,0.00
4663,14.00,0.02,0.00
4664,15.57,0.10,0.00
4665,18.02,0.16,0.00
4666,20.83,0.24,0.00
4667,21.87,0.31,0.00
4668,22.77,0.34,0.00
4669,23.15,0.27,0.00
4670,23.72,0.21,0.00
4671,23.62,0.41,0.00
4672,22.15,0.35,0.00
4673,20.57,0.28,0.00
4674,19.57,0.23,0.00
4675,15.68,0.18,0.00
4676,15.63,0.09,0.00
4677,15.45,0.05,0.00
4678,15.02,0.00,0.00
4679,13.87,0.00,0.00
4680,12.67,0.00,0.00
4681,12.58,0.00,0.00
4682,12.27,0.00,0.00
4683,11.72,0.00,0.00
4684,11.25,0.00,0.00
4685,11.57,0.00,0.00
4686,12.18,0.00,0.00
4687,13.03,0.03,0.00
4688,14.58,0.08,0.00
4689,16.43,0.10,0.00
4690,17.73,0.12,0.00
4691,18.98,0.17,0.00
4692,19.55,0.36,0.00
4693,20.62,0.38,0.00
4694,21.73,0.35,0.00
4695,21.72,0.23,0.00
4696,21.73,0.25,0.00
4697,21.60,0.19,0.00
4698,21.28,0.14,0.00
4699,20.78,0.19,0.00
4700,19.40,0.11,0.00
4701,18.52,0.04,0.00
4702,16.98,0.00,0.00
4703,16.57,0.00,0.00
4704,17.03,0.00,0.00
4705,16.97,0.00,0.00
4706,17.23,0.00,0.00
4707,17.08,0.00,0.00
4708,16.37,0.00,0.00
4709,15.93,0.00,0.00
4710,16.43,0.00,0.00
4711,16.83,0.01,0.00
4712,17.45,0.01,0.00
4713,18.25,0.16,0.00
4714,19.85,0.25,0.00
4715,20.80,0.33,0.00
4716,21.55,0.36,0.00
4717,22.45,0.40,0.00
4718,22.78,0.37,0.00
4719,23.22,0.36,0.00
4720,23.67,0.31,0.00
4721,24.72,0.33,0.00
4722,24.53,0.17,0.00
4723,22.65,0.12,0.00
4724,20.63,0.04,0.00
4725,20.02,0.05,0.00
4726,19.88,0.00,0.00
4727,19.22,0.00,0.00
4728,18.53,0.00,0.00
4729,17.52,0.00,0.00
4730,16.38,0.00,0.00
4731,15.58,0.00,0.00
4732,15.50,0.00,0.00
4733,15.72,0.00,0.00
4734,17.95,0.00,0.00
4735,20.07,0.03,0.00
4736,21.82,0.10,0.00
4737,23.92,0.17,0.00
4738,25.08,0.19,0.00
4739,25.25,0.26,0.00
4740,25.88,0.28,0.00
4741,27.02,0.40,0.00
4742,27.57,0.41,0.00
4743,27.05,0.40,0.00
4744,26.68,0.18,0.00
4745,26.47,0.30,0.00
4746,25.80,0.08,0.00
4747,24.95,0.06,0.00
4748,23.53,0.03,0.00
4749,22.22,0.03,0.00
4750,21.00,0.00,0.00
4751,20.20,0.00,0.00
4752,19.45,0.00,0.00
4753,18.77,0.00,0.00
4754,18.25,0.00,0.00
4755,17.85,0.00,0.00
4756,17.47,0.00,0.00
4757,17.55,0.00,0.00
4758,18.20,0.00,0.00
4759,19.97,0.01,0.00
4760,22.10,0.05,0.00
4761,24.12,0.16,0.00
4762,26.35,0.22,0.00
4763,28.13,0.32,0.00
4764,29.02,0.36,0.00
4765,29.32,0.19,0.00
4766,30.00,0.41,0.00
4767,30.85,0.39,0.00
4768,30.67,0.38,0.00
4769,29.87,0.33,0.00
4770,28.57,0.26,0.00
4771,27.00,0.20,0.00
4772,25.52,0.12,0.00
4773,24.40,0.02,0.00
4774,23.68,0.00,0.00
4775,22.22,0.00,0.00
4776,20.73,0.00,0.00
4777,19.70,0.00,0.00
4778,19.75,0.00,0.00
4779,18.83,0.00,0.00
4780,18.38,0.00,0.00
4781,19.08,0.00,0.00
4782,21.18,0.00,0.00
4783,23.48,0.00,0.00
4784,26.03,0.02,0.00
4785,27.48,0.16,0.00
4786,28.68,0.25,0.00
4787,30.13,0.29,0.00
4788,30.97,0.35,0.00
4789,30.47,0.30,0.00
4790,30.63,0.18,0.00
4791,31.28,0.23,0.00
4792,32.27,0.25,0.00
4793,32.23,0.23,0.00
4794,30.87,0.21,0.00
4795,27.95,0.15,0.00
4796,25.27,0.08,0.00
4797,23.47,0.01,0.00
4798,22.38,0.00,0.00
4799,22.32,0.00,0.00
4800,21.55,0.00,0.00
4801,21.78,0.00,0.00
4802,21.45,0.00,0.00
4803,21.17,0.00,0.00
4804,20.02,0.00,0.00
4805,19.72,0.00,0.00
4806,19.85,0.00,0.00
4807,19.82,0.02,0.00
4808,20.37,0.06,0.00
4809,21.17,0.13,0.00
4810,21.05,0.14,0.00
4811,23.15,0.09,0.00
4812,24.60,0.32,0.00
4813,25.40,0.28,0.00
4814,26.32,0.24,0.00
4815,25.82,0.40,0.00
4816,25.33,0.32,0.00
4817,25.05,0.32,0.00
4818,24.37,0.25,0.00
4819,23.58,0.15,0.00
4820,21.95,0.13,0.00
4821,19.40,0.03,0.00
4822,18.17,0.00,0.00
4823,17.23,0.00,0.00
4824,16.83,0.00,0.00
4825,15.73,0.00,0.00
4826,14.10,0.00,0.00
4827,13.18,0.00,0.00
4828,12.65,0.00,0.00
4829,12.93,0.00,0.00
4830,15.52,0.00,0.00
4831,17.25,0.01,0.00
4832,19.28,0.09,0.00
4833,21.48,0.11,0.00
4834,23.25,0.20,0.00
4835,24.37,0.31,0.00
4836,24.88,0.35,0.00
4837,25.28,0.40,0.00
4838,26.63,0.40,0.00
4839,26.93,0.41,0.00
4840,27.12,0.37,0.00
4841,27.45,0.32,0.00
4842,26.35,0.26,0.00
4843,23.53,0.20,0.00
4844,21.98,0.12,0.00
4845,20.80,0.05,0.00
4846,20.70,0.00,0.00
4847,19.75,0.00,0.00
4848,19.58,0.00,0.00
4849,18.43,0.00,0.00
4850,17.30,0.00,0.00
4851,17.07,0.00,0.00
4852,17.30,0.00,0.00
4853,17.17,0.00,0.00
4854,18.63,0.00,0.00
4855,20.18,0.03,0.00
4856,21.53,0.08,0.00
4857,22.15,0.18,0.00
4858,23.05,0.20,0.00
4859,24.77,0.24,0.00
4860,25.30,0.23,0.00
4861,25.83,0.24,0.00
4862,26.97,0.31,0.00
4863,27.22,0.30,0.00
4864,27.55,0.24,0.00
4865,27.30,0.22,0.00
4866,26.63,0.25,0.00
4867,24.12,0.15,0.00
4868,22.08,0.12,0.00
4869,19.18,0.05,0.00
4870,18.25,0.00,0.00
4871,17.92,0.00,0.00
4872,17.65,0.00,0.00
4873,17.33,0.00,0.00
4874,17.05,0.00,0.00
4875,16.70,0.00,0.00
4876,16.07,0.00,0.00
4877,16.05,0.00,0.00
4878,16.38,0.00,0.00
4879,17.30,0.03,0.00
4880,17.77,0.09,0.00
4881,18.00,0.13,0.00
4882,18.72,0.12,0.00
4883,19.48,0.16,0.00
4884,19.95,0.16,0.00
4885,20.20,0.21,0.00
4886,20.53,0.21,0.00
4887,20.70,0.25,0.00
4888,21.18,0.26,0.00
4889,21.45,0.20,0.00
4890,20.90,0.16,0.00
4891,20.37,0.11,0.00
4892,19.62,0.11,0.00
4893,17.82,0.03,0.00
4894,16.00,0.00,0.00
4895,15.65,0.00,0.00
4896,15.78,0.00,0.00
4897,15.23,0.00,0.00
4898,14.03,0.00,0.00
4899,13.57,0.00,0.00
4900,13.25,0.00,0.00
4901,13.20,0.00,0.00
4902,13.50,0.00,0.00
4903,14.32,0.03,0.00
4904,15.27,0.08,0.00
4905,16.73,0.14,0.00
4906,17.30,0.15,0.00
4907,16.17,0.20,0.00
4908,17.23,0.25,0.00
4909,16.33,0.26,0.00
4910,16.18,0.17,0.00
4911,16.48,0.19,0.00
4912,17.75,0.16,0.00
4913,18.23,0.23,0.00
4914,17.43,0.21,0.00
4915,16.80,0.14,0.00
4916,15.95,0.11,0.00
4917,15.07,0.03,0.00
4918,13.53,0.00,0.00
4919,13.87,0.00,0.00
4920,14.05,0.00,0.00
4921,14.18,0.00,0.00
4922,14.23,0.00,0.00
4923,14.25,0.00,0.00
4924,14.28,0.00,0.00
4925,14.05,0.00,0.00
4926,14.15,0.00,0.00
4927,14.62,0.02,0.00
4928,15.08,0.09,0.00
4929,15.57,0.16,0.00
4930,17.15,0.24,0.00
4931,18.12,0.27,0.00
4932,18.32,0.23,0.00
4933,19.02,0.38,0.00
4934,18.57,0.39,0.00
4935,17.75,0.31,0.00
4936,18.52,0.28,0.00
4937,18.38,0.31,0.00
4938,17.73,0.23,0.00
4939,16.53,0.21,0.00
4940,15.97,0.12,0.00
4941,15.97,0.04,0.00
4942,16.12,0.00,0.00
4943,16.07,0.00,0.00
4944,16.05,0.00,0.00
4945,15.97,0.00,0.00
4946,15.72,0.00,0.00
4947,15.97,0.00,0.00
4948,15.55,0.00,0.00
4949,15.17,0.00,0.00
4950,16.07,0.00,0.00
4951,17.15,0.01,0.00
4952,17.62,0.06,0.00
4953,18.37,0.16,0.00
4954,19.10,0.24,0.00
4955,20.15,0.28,0.00
4956,20.78,0.32,0.00
4957,21.75,0.37,0.00
4958,22.90,0.29,0.00
4959,23.28,0.25,0.00
4960,23.30,0.23,0.00
4961,23.37,0.13,0.00
4962,22.80,0.14,0.00
4963,21.88,0.19,0.00
4964,19.82,0.10,0.00
4965,20.48,0.04,0.00
4966,20.80,0.00,0.00
4967,19.60,0.00,0.00
4968,17.65,0.00,0.00
4969,17.32,0.00,0.00
4970,17.48,0.00,0.00
4971,17.70,0.00,0.00
4972,18.03,0.00,0.00
4973,18.05,0.00,0.00
4974,18.63,0.00,0.00
4975,19.35,0.02,0.00
4976,19.55,0.08,0.00
4977,19.25,0.10,0.00
4978,19.90,0.19,0.00
4979,21.28,0.29,0.00
4980,21.13,0.34,0.00
4981,22.37,0.29,0.00
4982,19.13,0.31,0.00
4983,19.37,0.29,0.00
4984,19.92,0.34,0.00
4985,18.63,0.31,0.00
4986,19.03,0.22,0.00
4987,19.13,0.13,0.00
4988,18.50,0.09,0.00
4989,17.28,0.03,0.00
4990,16.25,0.00,0.00
4991,15.37,0.00,0.00
4992,13.62,0.00,0.00
4993,13.75,0.00,0.00
4994,13.85,0.00,0.00
4995,14.15,0.00,0.00
4996,14.38,0.00,0.00
4997,14.37,0.00,0.00
4998,15.25,0.00,0.00
4999,16.10,0.01,0.00
5000,17.30,0.07,0.00
5001,18.28,0.10,0.00
5002,19.25,0.22,0.00
5003,20.13,0.29,0.00
5004,21.38,0.36,0.00
5005,22.02,0.38,0.00
5006,22.28,0.35,0.00
5007,22.52,0.26,0.00
5008,23.03,0.23,0.00
5009,22.60,0.29,0.00
5010,22.25,0.25,0.00
5011,21.38,0.15,0.00
5012,19.33,0.11,0.00
5013,17.83,0.04,0.00
5014,17.27,0.00,0.00
5015,15.50,0.00,0.00
5016,14.65,0.00,0.00
5017,14.83,0.00,0.00
5018,16.45,0.00,0.00
5019,18.13,0.00,0.00
5020,18.37,0.00,0.00
5021,18.18,0.00,0.00
5022,18.98,0.00,0.00
5023,20.48,0.03,0.00
5024,21.10,0.07,0.00
5025,21.90,0.17,0.00
5026,22.95,0.26,0.00
5027,24.25,0.27,0.00
5028,25.42,0.26,0.00
5029,26.08,0.27,0.00
5030,26.68,0.38,0.00
5031,27.42,0.35,0.00
5032,27.33,0.35,0.00
5033,27.73,0.26,0.00
5034,27.48,0.15,0.00
5035,26.07,0.16,0.00
5036,22.62,0.11,0.00
5037,21.75,0.04,0.00
5038,20.47,0.00,0.00
5039,20.22,0.00,0.00
5040,19.75,0.00,0.00
5041,19.12,0.00,0.00
5042,18.85,0.00,0.00
5043,20.25,0.00,0.00
5044,21.63,0.00,0.00
5045,21.00,0.00,0.00
5046,21.85,0.00,0.00
5047,23.07,0.02,0.00
5048,23.55,0.08,0.00
5049,24.37,0.13,0.00
5050,25.13,0.24,0.00
5051,25.43,0.29,0.00
5052,26.05,0.34,0.00
5053,26.37,0.25,0.00
5054,26.17,0.25,0.00
5055,26.55,0.29,0.00
5056,26.38,0.33,0.00
5057,25.90,0.32,0.00
5058,25.28,0.24,0.00
5059,24.15,0.17,0.00
5060,22.82,0.08,0.00
5061,21.98,0.01,0.00
5062,21.08,0.00,0.00
5063,19.72,0.00,0.00
5064,19.25,0.00,0.00
5065,18.88,0.00,0.00
5066,17.87,0.00,0.00
5067,17.18,0.00,0.00
5068,16.05,0.00,0.00
5069,16.02,0.00,0.00
5070,17.18,0.00,0.00
5071,19.43,0.02,0.00
5072,20.85,0.07,0.00
5073,22.23,0.09,0.00
5074,23.45,0.13,0.00
5075,24.03,0.26,0.00
5076,24.13,0.33,0.00
5077,24.68,0.36,0.00
5078,25.05,0.33,0.00
5079,25.68,0.29,0.00
5080,25.77,0.35,0.00
5081,25.50,0.32,0.00
5082,24.68,0.26,0.00
5083,22.82,0.17,0.00
5084,21.53,0.09,0.00
5085,20.73,0.03,0.00
5086,19.48,0.00,0.00
5087,18.72,0.00,0.00
5088,18.33,0.00,0.00
5089,18.42,0.00,0.00
5090,18.63,0.00,0.00
5091,18.68,0.00,0.00
5092,18.98,0.00,0.00
5093,19.08,0.00,0.00
5094,18.93,0.00,0.00
5095,18.90,0.02,0.00
5096,18.82,0.08,0.00
5097,19.40,0.09,0.00
5098,20.05,0.13,0.00
5099,19.92,0.18,0.00
5100,20.15,0.21,0.00
5101,20.52,0.32,0.00
5102,20.63,0.40,0.00
5103,21.57,0.39,0.00
5104,22.62,0.29,0.00
5105,23.35,0.29,0.00
5106,23.23,0.14,0.00
5107,22.77,0.17,0.00
5108,21.88,0.11,0.00
5109,20.80,0.04,0.00
5110,18.83,0.00,0.00
5111,17.77,0.00,0.00
5112,16.60,0.00,0.00
5113,16.27,0.00,0.00
5114,15.93,0.00,0.00
5115,16.47,0.00,0.00
5116,16.35,0.00,0.00
5117,16.10,0.00,0.00
5118,16.22,0.00,0.00
5119,17.08,0.02,0.00
5120,19.67,0.07,0.00
5121,22.72,0.15,0.00
5122,24.18,0.25,0.00
5123,25.08,0.26,0.00
5124,25.33,0.35,0.00
5125,26.20,0.39,0.00
5126,26.42,0.40,0.00
5127,26.62,0.23,0.00
5128,26.73,0.35,0.00
5129,27.08,0.24,0.00
5130,25.33,0.25,0.00
5131,22.92,0.15,0.00
5132,21.57,0.07,0.00
5133,20.33,0.04,0.00
5134,19.70,0.00,0.00
5135,19.03,0.00,0.00
5136,18.73,0.00,0.00
5137,18.70,0.00,0.00
5138,18.33,0.00,0.00
5139,18.38,0.00,0.00
5140,18.00,0.00,0.00
5141,18.65,0.00,0.00
5142,19.07,0.00,0.00
5143,20.43,0.01,0.00
5144,21.20,0.05,0.00
5145,21.80,0.15,0.00
5146,22.72,0.23,0.00
5147,23.87,0.23,0.00
5148,24.50,0.31,0.00
5149,24.12,0.36,0.00
5150,24.12,0.38,0.00
5151,25.30,0.39,0.00
5152,25.85,0.31,0.00
5153,25.40,0.28,0.00
5154,24.73,0.21,0.00
5155,24.17,0.16,0.00
5156,23.00,0.09,0.00
5157,21.88,0.02,0.00
5158,21.15,0.00,0.00
5159,20.05,0.00,0.00
5160,19.42,0.00,0.00
5161,19.25,0.00,0.00
5162,19.00,0.00,0.00
5163,19.03,0.00,0.00
5164,19.12,0.00,0.00
5165,19.13,0.00,0.00
5166,19.38,0.00,0.00
5167,19.87,0.01,0.00
5168,20.23,0.05,0.00
5169,20.78,0.15,0.00
5170,21.75,0.22,0.00
5171,22.65,0.22,0.00
5172,23.62,0.20,0.00
5173,22.88,0.26,0.00
5174,24.28,0.27,0.00
5175,24.08,0.27,0.00
5176,23.85,0.32,0.00
5177,23.50,0.25,0.00
5178,23.27,0.18,0.00
5179,22.50,0.14,0.00
5180,20.07,0.09,0.00
5181,17.15,0.03,0.00
5182,15.95,0.00,0.00
5183,15.10,0.00,0.00
5184,14.63,0.00,0.00
5185,15.28,0.00,0.00
5186,15.68,0.00,0.00
5187,16.00,0.00,0.00
5188,16.30,0.00,0.00
5189,16.70,0.00,0.00
5190,17.87,0.00,0.00
5191,20.10,0.02,0.00
5192,21.85,0.07,0.00
5193,22.05,0.13,0.00
5194,22.75,0.17,0.00
5195,23.30,0.19,0.00
5196,22.17,0.32,0.00
5197,21.77,0.29,0.00
5198,22.05,0.40,0.00
5199,21.97,0.38,0.00
5200,22.52,0.35,0.00
5201,22.25,0.28,0.00
5202,22.12,0.10,0.00
5203,21.32,0.15,0.00
5204,18.97,0.09,0.00
5205,16.70,0.04,0.00
5206,16.07,0.00,0.00
5207,15.62,0.00,0.00
5208,14.25,0.00,0.00
5209,13.23,0.00,0.00
5210,12.45,0.00,0.00
5211,11.32,0.00,0.00
5212,10.90,0.00,0.00
5213,10.75,0.00,0.00
5214,12.35,0.00,0.00
5215,14.35,0.01,0.00
5216,16.63,0.08,0.00
5217,17.87,0.16,0.00
5218,19.30,0.21,0.00
5219,20.25,0.16,0.00
5220,21.27,0.16,0.00
5221,21.77,0.20,0.00
5222,22.50,0.30,0.00
5223,22.52,0.37,0.00
5224,23.10,0.31,0.00
5225,23.13,0.26,0.00
5226,21.42,0.20,0.00
5227,18.37,0.15,0.00
5228,15.60,0.07,0.00
5229,13.83,0.03,0.00
5230,12.77,0.00,0.00
5231,11.85,0.00,0.00
5232,11.17,0.00,0.00
5233,10.48,0.00,0.00
5234,10.03,0.00,0.00
5235,9.47,0.00,0.00
5236,8.93,0.00,0.00
5237,9.00,0.00,0.00
5238,11.05,0.00,0.00
5239,13.27,0.01,0.00
5240,15.82,0.05,0.00
5241,18.80,0.14,0.00
5242,21.87,0.18,0.00
5243,23.52,0.17,0.00
5244,24.77,0.17,0.00
5245,25.23,0.23,0.00
5246,25.67,0.37,0.00
5247,26.50,0.28,0.00
5248,26.60,0.19,0.00
5249,26.05,0.25,0.00
5250,25.27,0.09,0.00
5251,21.97,0.14,0.00
5252,18.13,0.09,0.00
5253,17.98,0.03,0.00
5254,16.25,0.00,0.00
5255,15.53,0.00,0.00
5256,15.05,0.00,0.00
5257,15.23,0.00,0.00
5258,15.42,0.00,0.00
5259,16.02,0.00,0.00
5260,14.72,0.00,0.00
5261,14.48,0.00,0.00
5262,15.45,0.00,0.00
5263,15.95,0.01,0.00
5264,16.13,0.07,0.00
5265,16.08,0.15,0.00
5266,16.52,0.22,0.00
5267,18.07,0.27,0.00
5268,19.25,0.31,0.00
5269,19.18,0.38,0.00
5270,20.33,0.36,0.00
5271,19.95,0.35,0.00
5272,20.10,0.32,0.00
5273,20.03,0.31,0.00
5274,19.73,0.22,0.00
5275,18.30,0.17,0.00
5276,15.93,0.10,0.00
5277,16.53,0.03,0.00
5278,16.52,0.00,0.00
5279,15.98,0.00,0.00
5280,15.80,0.00,0.00
5281,15.60,0.00,0.00
5282,15.45,0.00,0.00
5283,15.25,0.00,0.00
5284,14.22,0.00,0.00
5285,13.95,0.00,0.00
5286,14.17,0.00,0.00
5287,15.23,0.01,0.00
5288,16.12,0.06,0.00
5289,17.95,0.13,0.00
5290,18.88,0.17,0.00
5291,19.93,0.25,0.00
5292,20.88,0.35,0.00
5293,22.30,0.37,0.00
5294,22.55,0.37,0.00
5295,22.65,0.31,0.00
5296,23.28,0.21,0.00
5297,23.05,0.29,0.00
5298,20.92,0.13,0.00
5299,18.63,0.15,0.00
5300,17.35,0.09,0.00
5301,17.20,0.03,0.00
5302,16.82,0.00,0.00
5303,16.28,0.00,0.00
5304,15.62,0.00,0.00
5305,14.80,0.00,0.00
5306,14.53,0.00,0.00
5307,14.07,0.00,0.00
5308,14.08,0.00,0.00
5309,14.47,0.00,0.00
5310,14.58,0.00,0.00
5311,14.73,0.01,0.00
5312,14.77,0.06,0.00
5313,14.92,0.12,0.00
5314,15.10,0.13,0.00
5315,15.40,0.17,0.00
5316,15.70,0.13,0.00
5317,15.73,0.21,0.00
5318,15.68,0.18,0.00
5319,15.72,0.16,0.00
5320,16.23,0.27,0.00
5321,16.25,0.11,0.00
5322,15.98,0.09,0.00
5323,15.50,0.11,0.00
5324,14.90,0.07,0.00
5325,14.82,0.01,0.00
5326,14.13,0.00,0.00
5327,14.03,0.00,0.00
5328,14.02,0.00,0.00
5329,14.20,0.00,0.00
5330,14.32,0.00,0.00
5331,13.73,0.00,0.00
5332,14.00,0.00,0.00
5333,13.93,0.00,0.00
5334,14.03,0.00,0.00
5335,14.47,0.01,0.00
5336,15.42,0.06,0.00
5337,16.65,0.13,0.00
5338,17.37,0.24,0.00
5339,18.07,0.25,0.00
5340,18.58,0.33,0.00
